ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,886984,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,886984,202507,売掛金,売掛金,,(株)あらた北東北支店,(株)あらた北東北支店,岩手県北上市相去町山田2-8,岩手県北上市相去町山田2-8,,,46200,46200,,,,
,,3,000,886984,202507,〃,〃,,(株)あらた筑波センター筑波倉庫,(株)あらた筑波センター筑波倉庫,茨城県土浦市紫ヶ丘5-2,茨城県土浦市紫ヶ丘5-2,,,293264,293264,,,,
,,4,000,886984,202507,〃,〃,,(株)あらた神奈川支店神奈川倉庫,(株)あらた神奈川支店神奈川倉庫,神奈川県南足柄士塚原字上河原370-4,神奈川県南足柄士塚原字上河原370-4,,,138600,138600,,,,
,,5,000,886984,202507,〃,〃,,(株)あらた北関東甲信越支店,(株)あらた北関東甲信越支店,新潟県長岡市灰島新田1425-11,新潟県長岡市灰島新田1425-11,,,46200,46200,,,,
,,6,000,886984,202507,〃,〃,,(株)あらた松本甲府デポ,(株)あらた松本甲府デポ,山梨県甲府市白井町1410,山梨県甲府市白井町1410,,,23100,23100,,,,
,,7,000,886984,202507,〃,〃,,(株)あらた埼玉支店,(株)あらた埼玉支店,埼玉県朝霞市膝折町2-21-12,埼玉県朝霞市膝折町2-21-12,,,254100,254100,,,,
,,8,000,886984,202507,〃,〃,,(株)あらた中部支社,(株)あらた中部支社,名古屋市中区大須1-21-10,名古屋市中区大須1-21-10,,,589084,589084,,,,
,,9,000,886984,202507,〃,〃,,(株)あらた関西支社,(株)あらた関西支社,奈良県大和郡山市今国府町,奈良県大和郡山市今国府町,,,340058,340058,,,,
,,10,000,886984,202507,〃,〃,,(株)あらた岡山支店,(株)あらた岡山支店,岡山市北区大内田808-2,岡山市北区大内田808-2,,,51664,51664,,,,
,,11,000,886984,202507,〃,〃,,(株)あらた高松支店徳島営業所,(株)あらた高松支店徳島営業所,徳島市大松町榎原外77-21,徳島市大松町榎原外77-21,,,46200,46200,,,,
,,12,000,886984,202507,〃,〃,,(株)あらた九州支社,(株)あらた九州支社,福岡県飯塚市有安958番地,福岡県飯塚市有安958番地,,,92690,92690,,,,
,,13,000,886984,202507,〃,〃,,アトムサポート(株),アトムサポート(株),埼玉県久喜市菖蒲町昭和沼6-2,埼玉県久喜市菖蒲町昭和沼6-2,,,104456,104456,,,,
,,14,000,886984,202507,〃,〃,,(株)川路商店,(株)川路商店,神奈川県相模原市中央区青葉1-14-20,神奈川県相模原市中央区青葉1-14-20,,,170765,170765,,,,
,,15,000,886984,202507,〃,〃,,(株)カンペハピオ,(株)カンペハピオ,大阪市中央区今橋2-6-14,大阪市中央区今橋2-6-14,,,100606,100606,,,,
,,16,000,886984,202507,〃,〃,,角仙合同(株),角仙合同(株),三重県伊勢市河崎1-8-29,三重県伊勢市河崎1-8-29,,,162558,162558,,,,
,,17,000,886984,202507,〃,〃,,中央物産(株)経理部買掛グループ,中央物産(株)経理部買掛グループ,静岡市駿河区丸子新田331-1,静岡市駿河区丸子新田331-1,,,1313179,1313179,,,,
,,18,000,886984,202507,〃,〃,,(株)東流社,(株)東流社,宮城県仙台市若林区卸町東3-4-13,宮城県仙台市若林区卸町東3-4-13,,,284512,284512,,,,
,,19,000,886984,202507,〃,〃,,日本ミラコン産業(株),日本ミラコン産業(株),東京都国分寺市西元町2-16-18日建第一ビル1F,東京都国分寺市西元町2-16-18日建第一ビル1F,,,186239,186239,,,,
,,20,000,886984,202507,〃,〃,,日成共益(株)高松営業所,日成共益(株)高松営業所,香川県高松市中央町11-12-201,香川県高松市中央町11-12-201,,,2072400,2072400,,,,
,,21,000,886984,202507,〃,〃,,ニプロ(株),ニプロ(株),大阪府摂津市千里丘新町3-26,大阪府摂津市千里丘新町3-26,,,97020,97020,,,,
,,22,000,886984,202507,〃,〃,,(株)PALTACRDC北海道,(株)PALTACRDC北海道,北海道北広島市大曲工業団地2-6-1,北海道北広島市大曲工業団地2-6-1,,,407757,407757,,,,
,,23,000,886984,202507,〃,〃,,(株)PALTACRDC東北,(株)PALTACRDC東北,岩手県花巻市空港南2-10,岩手県花巻市空港南2-10,,,1208378,1208378,,,,
,,24,000,886984,202507,〃,〃,,(株)PALTACRDC宮城,(株)PALTACRDC宮城,宮城県白石市福岡深谷字南沖8-2,宮城県白石市福岡深谷字南沖8-2,,,824480,824480,,,,
,,25,000,886984,202507,〃,〃,,(株)PALTACRDC新潟,(株)PALTACRDC新潟,新潟県見附市新幸町9-14-2,新潟県見附市新幸町9-14-2,,,282792,282792,,,,
,,26,000,886984,202507,〃,〃,,(株)PALTACRDC関東,(株)PALTACRDC関東,埼玉県白岡市荒井新田1111-1,埼玉県白岡市荒井新田1111-1,,,638880,638880,,,,
,,27,000,886984,202507,〃,〃,,(株)PALIACRDC東京,(株)PALIACRDC東京,埼玉県白岡市荒井新田1111-1,埼玉県白岡市荒井新田1111-1,,,92400,92400,,,,
,,28,000,886984,202507,計,計,,,,,,,,,,,,,
