ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250804111800070,1,1,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)北海農機,(株)北海農機,R4・8・31,R4・8・31,R5・1・5,R5・1・5,,R5・1・5,R5・1・5,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250804111800070,1,2,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)北海農機,(株)北海農機,R4・9・30,R4・9・30,R5・2・5,R5・2・5,,R5・2・5,R5・2・5,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250804111800070,1,3,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)東武機械,(株)東武機械,R4・9・20,R4・9・20,R4・12・31,R4・12・31,,R4・12・31,R4・12・31,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250804111800070,1,4,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)ロールクリエート,(株)ロールクリエート,R4・6・27,R4・6・27,R4・11・10,R4・11・10,,R4・11・10,R4・11・10,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250804111800070,1,5,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)ロールクリエート,(株)ロールクリエート,R4・8・25,R4・8・25,R5・1・10,R5・1・10,,R5・1・10,R5・1・10,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250804111800070,1,6,001,000008,202508,,,(株)太洋,(株)太洋,2293,30,30,20,(株)ロールクリエート,(株)ロールクリエート,R4・9・26,R4・9・26,R5・1・20,R5・1・20,,R5・1・20,R5・1・20,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250804111800070,1,7,001,000008,202508,,,国際企業(株),国際企業(株),2294,30,30,20,(株)ロールクリエート,(株)ロールクリエート,R4・7・25,R4・7・25,R4・12・10,R4・12・10,,R4・12・10,R4・12・10,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250804111800070,1,8,001,000008,202508,,,フシマン商事(株),フシマン商事(株),2295,30,30,20,(株)ヴィエッチ,(株)ヴィエッチ,R4・6・20,R4・6・20,R4・11・10,R4・11・10,,R4・11・10,R4・11・10,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250804111800070,1,9,001,000008,202508,,,,,,30,30,20,ビーライト,ビーライト,R4・8・31,R4・8・31,R5・1・5,R5・1・5,,R5・1・5,R5・1・5,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250804111800070,1,10,001,000008,202508,,,,,,30,30,20,ビーライト,ビーライト,R4・7・29,R4・7・29,R4・10・31,R4・10・31,,R4・10・31,R4・10・31,20250204213632000,20250204213632000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
