ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,511408,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,511408,202507,売掛金東京本社,売掛金東京本社,,全日空商事(株),全日空商事(株),東京都港区東新橋1-5-2・38F,東京都港区東新橋1-5-2・38F,,,1475122,1475122,,,,
,,3,000,511408,202507,〃,〃,,相鉄企業(株)西口管理事業部,相鉄企業(株)西口管理事業部,神奈川県横浜市西区北幸2-9-14・3F,神奈川県横浜市西区北幸2-9-14・3F,,,1470663,1470663,,,,
,,4,000,511408,202507,〃,〃,,(株)阪和東京,(株)阪和東京,東京都墨田区亀沢2-20-7天田第5ビル3F,東京都墨田区亀沢2-20-7天田第5ビル3F,,,1364165,1364165,,,,
,,5,000,511408,202507,〃,〃,,彩の国アリーナ管理JV,彩の国アリーナ管理JV,さいたま市中央区中央区新都心8さいたまスーバーアリーナB-1,さいたま市中央区中央区新都心8さいたまスーバーアリーナB-1,,,1309440,1309440,,,,
,,6,000,511408,202507,〃,〃,,(株)京急百貨店(上大岡),(株)京急百貨店(上大岡),神奈川県横浜市港南区上大岡西1-6-1,神奈川県横浜市港南区上大岡西1-6-1,,,1302950,1302950,,,,
,,7,000,511408,202507,〃,〃,,(株)大丸東京店,(株)大丸東京店,東京都千代田区丸の内1-9-1,東京都千代田区丸の内1-9-1,,,1288498,1288498,,,,
,,8,000,511408,202507,〃,〃,,マルイファシリティーズ,マルイファシリティーズ,東京都中野区中野3-34-28・7F,東京都中野区中野3-34-28・7F,,,1245800,1245800,,,,
,,9,000,511408,202507,〃,〃,,(株)ビーエム,(株)ビーエム,千葉県柏市逆井1383-7,千葉県柏市逆井1383-7,,,1242234,1242234,,,,
,,10,000,511408,202507,〃,〃,,(株)JR東日本環境アクセス,(株)JR東日本環境アクセス,東京都台東区東上野3-4-12,東京都台東区東上野3-4-12,,,1226643,1226643,,,,
,,11,000,511408,202507,〃,〃,,イオンモール(株)川口前川(キャラ),イオンモール(株)川口前川(キャラ),埼玉県川口市前川1-1-11,埼玉県川口市前川1-1-11,,,1211353,1211353,,,,
,,12,000,511408,202507,〃,〃,,イオンディライト(製品分),イオンディライト(製品分),東京都千代田区神田錦町2-2-1神田スクエア11Fwework内,東京都千代田区神田錦町2-2-1神田スクエア11Fwework内,,,1124939,1124939,,,,
,,13,000,511408,202507,〃,〃,,(株)ナカヤマサプライ事業部,(株)ナカヤマサプライ事業部,北海道石狩市新港東2-3-11,北海道石狩市新港東2-3-11,,,1122660,1122660,,,,
,,14,000,511408,202507,〃,〃,,西新サービス(株),西新サービス(株),東京都中央区日本橋本町4-8-14,東京都中央区日本橋本町4-8-14,,,1105337,1105337,,,,
,,15,000,511408,202507,〃,〃,,京成ビルサービス(株)新京成,京成ビルサービス(株)新京成,千葉県船橋市本町4-8-50,千葉県船橋市本町4-8-50,,,1101356,1101356,,,,
,,16,000,511408,202507,〃,〃,,(株)そごう大宮店,(株)そごう大宮店,さいたま市大宮区桜木町1-6-2,さいたま市大宮区桜木町1-6-2,,,1083706,1083706,,,,
,,17,000,511408,202507,〃,〃,,(株)太陽モップ,(株)太陽モップ,東京都江東区古石場3-11-12,東京都江東区古石場3-11-12,,,1061544,1061544,,,,
,,18,000,511408,202507,〃,〃,,日本物産(株)SP・海外,日本物産(株)SP・海外,東京都中央区明石町3-2明石町ビル4F,東京都中央区明石町3-2明石町ビル4F,,,1024232,1024232,,,,
,,19,000,511408,202507,〃,〃,,(株)ミックス湘南営業所,(株)ミックス湘南営業所,神奈川県横浜市神奈川区片倉4-3-17,神奈川県横浜市神奈川区片倉4-3-17,,,982949,982949,,,,
,,20,000,511408,202507,〃,〃,,(株)横浜セイビ,(株)横浜セイビ,横浜市戸塚区汲沢町1161-1・1F,横浜市戸塚区汲沢町1161-1・1F,,,981981,981981,,,,
,,21,000,511408,202507,〃,〃,,スーパーバック(株),スーパーバック(株),北海道札幌市中央区南1条東1-3パークイースト札幌4F,北海道札幌市中央区南1条東1-3パークイースト札幌4F,,,946000,946000,,,,
,,22,000,511408,202507,〃,〃,,(株)京王設備サービス聖蹟桜ヶ丘,(株)京王設備サービス聖蹟桜ヶ丘,東京都多摩市関戸1-10-1・B館10F,東京都多摩市関戸1-10-1・B館10F,,,873201,873201,,,,
,,23,000,511408,202507,〃,〃,,マルイ(フードコート紙コップ等),マルイ(フードコート紙コップ等),東京都中野区中野3-34-28・7F,東京都中野区中野3-34-28・7F,,,826392,826392,,,,
,,24,000,511408,202507,〃,〃,,(株)大丸札幌店,(株)大丸札幌店,北海道札幌市中央区北五条西4丁目-7,北海道札幌市中央区北五条西4丁目-7,,,809600,809600,,,,
,,25,000,511408,202507,〃,〃,,トーカイLEC,トーカイLEC,岐阜県岐阜市若宮9丁目16番地(株)トーカイビル11階,岐阜県岐阜市若宮9丁目16番地(株)トーカイビル11階,,,797045,797045,,,,
